timestamp,open,high,low,close,volume,trade_count,vwap,1hr50ema,15min50ema,macd,signal,histogram
2021-01-04 14:00:00+00:00,133.83,133.87,133.76,133.76,46274,1142,133.831084,,,-0.03871585955900514,-0.0274397657741345,-0.011276093784870638
2021-01-04 14:05:00+00:00,133.75,133.75,133.51,133.55,71532,1828,133.62087,,,-0.05813752678747619,-0.033579317976802844,-0.024558208810673346
2021-01-04 14:10:00+00:00,133.57,133.6,133.52,133.53,58509,1150,133.558446,,,-0.07428683841334305,-0.04172082206411089,-0.03256601634923216
2021-01-04 14:15:00+00:00,133.53,133.54,133.35,133.47,93930,1627,133.474752,,,-0.09087918412120644,-0.05155249447553,-0.039326689645676434
2021-01-04 14:20:00+00:00,133.42,133.65,133.42,133.59,51395,992,133.581623,,,-0.0932705753837979,-0.05989611065718359,-0.03337446472661432
2021-01-04 14:25:00+00:00,133.6,133.64,133.52,133.52,41793,1107,133.588933,,,-0.09966530557093733,-0.06784994963993435,-0.03181535593100299
2021-01-04 14:30:00+00:00,133.52,133.6116,132.39,132.81,4837415,38474,133.197729,,,-0.16017781149452048,-0.08631552201085158,-0.07386228948366891
2021-01-04 14:35:00+00:00,132.81,132.89,131.81,131.89,2541543,25252,132.246622,,,-0.27915281970823,-0.12488298155032727,-0.15426983815790274
2021-01-04 14:40:00+00:00,131.9,132.34,131.45,132.06,2492425,24352,131.96865,,,-0.3556243752066166,-0.17103126028158516,-0.18459311492503144
2021-01-04 14:45:00+00:00,132.0694,132.3,131.86,132.25,1858808,19344,132.073185,,,-0.39632859247507213,-0.21609072672028257,-0.18023786575478956
2021-01-04 14:50:00+00:00,132.24,132.24,131.52,131.59,1780309,21496,131.835423,,,-0.4763523684833899,-0.26814305507290404,-0.20820931341048587
2021-01-04 14:55:00+00:00,131.59,132.0901,131.2938,131.4489,1889750,22234,131.726937,,,-0.5448763825243077,-0.3234897205631848,-0.2213866619611229
2021-01-04 15:00:00+00:00,131.45,131.67,131.07,131.115,1898718,21609,131.306095,,,-0.6189897680831393,-0.3825897300671757,-0.2364000380159636
2021-01-04 15:05:00+00:00,131.1192,131.48,130.795,130.875,1976199,24489,131.172908,,,-0.6891470955941088,-0.4439012031725623,-0.24524589242154649
2021-01-04 15:10:00+00:00,130.87,131.09,130.38,130.5099,2327174,25657,130.659997,,,-0.7653849209021928,-0.5081979467184885,-0.2571869741837043
2021-01-04 15:15:00+00:00,130.5,130.96,130.47,130.89,1596469,18226,130.803404,,,-0.786071708013651,-0.563772698977521,-0.22229900903612998
2021-01-04 15:20:00+00:00,130.8868,131.11,130.84,130.9358,1445034,15111,130.991178,,,-0.7896676613572424,-0.6089516914534653,-0.18071596990377714
2021-01-04 15:25:00+00:00,130.9301,131.15,130.79,131.0536,1221942,13707,130.996577,,,-0.7740887910553909,-0.6419791113738504,-0.13210967968154042
2021-01-04 15:30:00+00:00,131.055,131.24,130.6,130.684,1479524,15029,130.912935,,,-0.7825453594393537,-0.6700923609869511,-0.11245299845240253
2021-01-04 15:35:00+00:00,130.6807,131.14,130.56,131.1113,1150389,12765,130.84122,,,-0.7461663704588091,-0.6853071628813228,-0.06085920757748631
2021-01-04 15:40:00+00:00,131.11,131.31,131.03,131.045,1253237,11511,131.200058,,,-0.7144498819930618,-0.6911357067036705,-0.02331417528939128
2021-01-04 15:45:00+00:00,131.044,131.044,130.48,130.7499,1730304,20811,130.683084,,,-0.704999643086893,-0.6939084939803151,-0.011091149106577936
2021-01-04 15:50:00+00:00,130.75,130.83,130.45,130.7098,1887612,18084,130.671918,,,-0.6927602861879336,-0.6936788524218389,0.0009185662339052936
2021-01-04 15:55:00+00:00,130.7001,131.25,130.7,130.9683,1631597,17310,131.046315,,,-0.6546552597150992,-0.685874133880491,0.03121887416539182
2021-01-04 16:00:00+00:00,130.97,131.31,130.16,130.31,2032765,25512,130.84892,,,-0.6698543955587013,-0.6826701862161331,0.01281579065743177
2021-01-04 16:05:00+00:00,130.31,130.5499,129.66,129.8667,3030740,48480,130.068986,,,-0.7094918450594321,-0.688034517984793,-0.0214573270746391
2021-01-04 16:10:00+00:00,129.86,130.24,129.4,130.09,2231231,25815,129.891609,,,-0.7146483442972453,-0.6933572832472834,-0.021291061049961924
2021-01-04 16:15:00+00:00,130.0801,130.355,129.9046,130.324,1329069,14316,130.086007,,,-0.6918775292351427,-0.6930613324448552,0.001183803209712564
2021-01-04 16:20:00+00:00,130.32,130.42,129.9301,129.9964,1232880,13714,130.201469,,,-0.6922858361894839,-0.692906233193781,0.0006203970042970575
2021-01-04 16:25:00+00:00,129.995,130.2067,129.88,129.8899,1145322,12712,130.045595,,,-0.693212164017666,-0.692967419358558,-0.00024474465910806487
2021-01-04 16:30:00+00:00,129.89,130.09,129.62,129.91,1378778,17631,129.869729,,,-0.6844346469142124,-0.691260864869689,0.0068262179554765545
2021-01-04 16:35:00+00:00,129.9148,129.93,129.6,129.7,1060173,12749,129.714144,,,-0.6865099865406705,-0.6903106892038853,0.00380070266321475
2021-01-04 16:40:00+00:00,129.68,129.68,129.27,129.3901,1729038,18941,129.453058,,,-0.7050338567717631,-0.6932553227174609,-0.011778534054302181
2021-01-04 16:45:00+00:00,129.4,129.585,129.3293,129.4133,1181002,11439,129.457498,,,-0.7096615743970176,-0.6965365730533722,-0.01312500134364536
2021-01-04 16:50:00+00:00,129.41,129.53,129.11,129.1485,1457142,14920,129.343972,,,-0.7263236144236771,-0.7024939813274332,-0.023829633096243863
2021-01-04 16:55:00+00:00,129.13,129.18,128.79,128.82,2439605,30145,128.946389,,,-0.7573058553058161,-0.7134563561231098,-0.04384949918270631
2021-01-04 17:00:00+00:00,128.81,128.9193,128.4,128.5967,2340918,25353,128.621656,,,-0.7907625300105678,-0.7289175909006015,-0.06184493910996636
2021-01-04 17:05:00+00:00,128.58,128.8,128.21,128.2225,1835468,19899,128.569684,,,-0.8378141978845406,-0.7506969122973893,-0.08711728558715126
2021-01-04 17:10:00+00:00,128.23,128.32,127.1,127.41,4092745,46519,127.790229,,,-0.9299451149039157,-0.7865465528186947,-0.14339856208522106
2021-01-04 17:15:00+00:00,127.41,128.03,126.76,128.005,2890711,40709,127.4268,,,-0.9440654047065209,-0.81805032319626,-0.12601508151026086
2021-01-04 17:20:00+00:00,128.0008,128.4,127.75,128.29,1956723,25721,128.093678,,,-0.9216346869768586,-0.8387671959523798,-0.08286749102447877
2021-01-04 17:25:00+00:00,128.29,128.32,127.89,128.25,1331104,18531,128.136115,,,-0.896748686624818,-0.8503634940868675,-0.04638519253795048
2021-01-04 17:30:00+00:00,128.2469,128.3101,127.91,128.12,1315050,15773,128.116087,,,-0.8774021201196831,-0.8557712192934307,-0.02163090082625241
2021-01-04 17:35:00+00:00,128.125,128.21,127.89,127.955,982473,11670,128.044164,,,-0.8654080623721256,-0.8576985879091698,-0.00770947446295589
2021-01-04 17:40:00+00:00,127.9501,129.3892,127.72,127.98,1238146,14359,127.867555,,,-0.8441545064459888,-0.8549897716165336,0.010835265170544783
2021-01-04 17:45:00+00:00,127.985,127.985,127.65,127.7101,909503,11540,127.78666,,,-0.8394133500201519,-0.8518744872972572,0.012461137277105294
2021-01-04 17:50:00+00:00,127.71,128.29,127.6301,128.23,1162381,12529,127.987698,,,-0.7846593003985731,-0.8384314499175204,0.053772149518947265
2021-01-04 17:55:00+00:00,128.225,128.5945,128.17,128.42,1592045,13608,128.468107,,,-0.7176621469867825,-0.814277589331373,0.09661544234459041
2021-01-04 18:00:00+00:00,128.41,128.6,128.256,128.32,1251363,12040,128.419395,,,-0.6649702216984963,-0.7844161158047978,0.11944589410630146
2021-01-04 18:05:00+00:00,128.33,128.57,128.05,128.565,1370550,11215,128.263934,,,-0.5965652064817561,-0.7468459339401895,0.15028072745843335
2021-01-04 18:10:00+00:00,128.56,128.8899,128.5105,128.78,1314058,13813,128.717349,,,-0.519022072548637,-0.701281161661879,0.18225908911324207
2021-01-04 18:15:00+00:00,128.775,128.89,128.62,128.7501,1278195,12932,128.761556,,,-0.4547393086688487,-0.651972791063273,0.1972334823944243
2021-01-04 18:20:00+00:00,128.7557,129.07,128.72,129.05,1208639,12438,128.904677,,,-0.3752694588066845,-0.5966321246119554,0.22136266580527086
2021-01-04 18:25:00+00:00,129.045,129.11,128.9006,129.0398,1122532,11178,129.041185,,,-0.3095438561077799,-0.5392144709111203,0.2296706148033404
2021-01-04 18:30:00+00:00,129.04,129.06,128.595,128.653,975093,11178,128.843435,,,-0.2853777131829247,-0.4884471193654812,0.20306940618255648
2021-01-04 18:35:00+00:00,128.655,128.98,128.64,128.8076,930361,10823,128.826201,,,-0.2508591942169289,-0.44092953433577076,0.19007034011884183
2021-01-04 18:40:00+00:00,128.82,129.01,128.8,128.87,753832,8430,128.905821,,,-0.21597819851172062,-0.3959392671709608,0.17996106865924016
2021-01-04 18:45:00+00:00,128.9,133.25,128.82,128.9468,539869,6569,128.899651,,,-0.1800619973351445,-0.3527638132037975,0.17270181586865302
2021-01-04 18:50:00+00:00,128.945,129.1838,128.835,129.17,797914,7638,129.008892,,,-0.13206540670012146,-0.3086241319030623,0.17655872520294086
2021-01-04 18:55:00+00:00,129.18,129.2,129.0,129.1778,738637,7017,129.105899,,,-0.09233399914617735,-0.26536610535168537,0.17303210620550802
2021-01-04 19:00:00+00:00,129.17,129.2,128.96,129.09,1058955,10363,129.085923,,,-0.06715715278173207,-0.2257243148376947,0.15856716205596263
2021-01-04 19:05:00+00:00,129.09,129.14,128.72,128.75,1086419,10534,128.947161,,,-0.07378888679497209,-0.1953372292291502,0.12154834243417811
2021-01-04 19:10:00+00:00,128.765,128.99,128.62,128.92,1102761,11079,128.821193,,,-0.0645825372407387,-0.1691862908314679,0.10460375359072921
2021-01-04 19:15:00+00:00,128.9167,129.18,128.85,129.05,931709,8545,129.016491,,,-0.04626323161002688,-0.1446016789871797,0.09833844737715283
2021-01-04 19:20:00+00:00,129.04,129.18,128.85,129.11,1053116,9641,129.056174,,,-0.026596958177321994,-0.12100073482520816,0.09440377664788617
2021-01-04 19:25:00+00:00,129.11,129.11,128.83,128.96,893642,9268,128.938673,,,-0.02285162191890322,-0.10137091224394719,0.07851929032504397
2021-01-04 19:30:00+00:00,128.96,128.98,128.79,128.87,780358,10134,128.892035,,,-0.026836311495117116,-0.08646399209418118,0.059627680599064065
2021-01-04 19:35:00+00:00,128.86,129.18,128.86,129.059,1290745,12062,129.020363,,,-0.014575469294243248,-0.0720862875341936,0.057510818239950356
2021-01-04 19:40:00+00:00,129.05,129.14,129.0,129.05,929244,8835,129.040581,,,-0.00552124284860156,-0.0587732785970752,0.05325203574847364
2021-01-04 19:45:00+00:00,129.04,129.42,128.99,129.0055,1108797,9121,129.052953,,,-0.0019144130937434056,-0.04740150549640884,0.045487092402665436
2021-01-04 19:50:00+00:00,129.01,129.0105,128.64,128.725,1257297,11855,128.821287,,,-0.02144280102834273,-0.04220976460279562,0.020766963574452894
2021-01-04 19:55:00+00:00,128.7201,129.5791,128.665,129.4876,1471339,13664,129.192805,,,0.024335730373650222,-0.028900665607506454,0.053236395981156676
2021-01-04 20:00:00+00:00,129.492,129.58,129.14,129.17,1239994,12283,129.361697,,,0.03458915833391529,-0.016202700819222107,0.0507918591531374
2021-01-04 20:05:00+00:00,129.175,129.49,129.15,129.221,1150644,11433,129.304146,,,0.046296668464208324,-0.0037028269625360207,0.049999495426744346
2021-01-04 20:10:00+00:00,129.23,129.35,129.03,129.209,1146524,11190,129.208543,,,0.05398435681743763,0.00783460979345871,0.04614974702397892
2021-01-04 20:15:00+00:00,129.205,129.23,128.83,128.935,1015398,10272,129.025862,,,0.03753471827005228,0.013774631488777424,0.023760086781274857
2021-01-04 20:20:00+00:00,128.9395,129.0892,128.81,128.9901,978038,9550,128.946571,,,0.028614520339516503,0.01674260925892524,0.011871911080591262
2021-01-04 20:25:00+00:00,128.98,129.1,128.85,129.07,819427,8238,128.995643,,,0.027673459051044347,0.018928779217349062,0.008744679833695285
2021-01-04 20:30:00+00:00,129.06,129.0999,128.76,129.0801,1232198,11734,128.919323,,,0.027426491271739906,0.020628321628227232,0.0067981696435126734
2021-01-04 20:35:00+00:00,129.0801,129.42,129.03,129.36,1332041,11232,129.224637,,,0.0492486505184786,0.026352387406277506,0.022896263112201092
2021-01-04 20:40:00+00:00,129.3659,129.3659,129.13,129.28,1281325,10406,129.238041,,,0.059402779267145434,0.03296246577845109,0.026440313488694342
2021-01-04 20:45:00+00:00,129.28,129.44,128.91,129.425,1221038,10798,129.352488,,,0.07824829006148093,0.042019630635057065,0.036228659426423865
2021-01-04 20:50:00+00:00,129.435,129.74,129.37,129.45,2892375,19047,129.586054,,,0.0941158749851354,0.052438879505072734,0.04167699548006267
2021-01-04 20:55:00+00:00,129.45,129.65,129.12,129.41,4282613,28263,129.331926,,,0.1022843147403023,0.06240796655211865,0.039876348188183655
2021-01-04 21:00:00+00:00,129.41,129.69,129.35,129.4,17474964,932,129.410833,,,0.10672073546308525,0.07127052033431197,0.03545021512877328
2021-01-04 21:05:00+00:00,129.4,129.4359,129.31,129.31,2504925,489,129.409998,,,0.10180088576771595,0.07737659342099276,0.024424292346723192
2021-01-04 21:10:00+00:00,129.3,129.41,129.19,129.2102,56565,452,129.341342,,,0.08882492505748019,0.07966625974829025,0.009158665309189934
2021-01-04 21:15:00+00:00,129.24,129.41,129.16,129.28,100067,395,129.338678,,131.40780199999998,0.08321441538353724,0.08037589087533967,0.0028385245081975763
2021-01-04 21:20:00+00:00,129.26,129.4,129.25,129.35,37808,355,129.321764,,131.40780199999998,0.08345445007904573,0.08099160271608088,0.002462847362964843
2021-01-04 21:25:00+00:00,129.34,129.41,129.32,129.35,42503,391,129.366607,,131.40780199999998,0.08269146358603052,0.08133157489007083,0.0013598886959596962
2021-01-04 21:30:00+00:00,129.34,129.41,129.34,129.37,28023,345,129.371706,,131.32749603921567,0.08274677087970872,0.08161461408799842,0.0011321567917103037
2021-01-04 21:35:00+00:00,129.36,129.41,129.26,129.36,60806,244,129.274953,,131.32749603921567,0.08104939886331408,0.08150157104306155,-0.0004521721797474676
2021-01-04 21:40:00+00:00,129.3601,129.41,129.34,129.36,19058,1491,129.363397,,131.32749603921567,0.07879590911983314,0.08096043865841587,-0.0021645295385827323
2021-01-04 21:45:00+00:00,129.4,129.4502,129.3702,129.45,29037,1276,129.416509,,131.2507314886582,0.08331188257869826,0.08143072744247236,0.001881155136225901
2021-01-04 21:50:00+00:00,129.42,129.43,129.3902,129.4201,8618,181,129.420062,,131.2507314886582,0.08351543007404416,0.08184766796878673,0.001667762105257431
2021-01-04 21:55:00+00:00,129.43,129.43,129.37,129.37,10769,278,129.397972,,131.2507314886582,0.07872658061799598,0.08122345049862859,-0.0024968698806326073
2021-01-04 22:00:00+00:00,129.39,129.39,129.35,129.37,11171,201,129.374152,,131.17462437145593,0.07407746402859061,0.079794253204621,-0.005716789176030385
2021-01-04 22:05:00+00:00,129.37,129.4,129.37,129.4,8908,181,129.386313,,131.17462437145593,0.071983968535136,0.078232196270724,-0.006248227735588002
2021-01-04 22:10:00+00:00,129.37,129.38,129.3,129.31,14183,222,129.342949,,131.17462437145593,0.062343948207967514,0.07505454665817271,-0.012710598450205196
2021-01-04 22:15:00+00:00,129.3002,129.33,129.27,129.3001,9895,185,129.29992,,131.10032537649687,0.05329100979540158,0.07070183928561849,-0.01741082949021691
2021-01-04 22:20:00+00:00,129.3,129.3,129.2602,129.2602,4795,179,129.277273,,131.10032537649687,0.04240804084204797,0.06504307959690439,-0.022635038754856424
2021-01-04 22:25:00+00:00,129.27,129.41,129.27,129.28,8667,157,129.291237,,131.10032537649687,0.03497770287751223,0.05903000425302596,-0.02405230137551373
2021-01-04 22:30:00+00:00,129.28,129.7,129.26,129.6,61071,400,129.41694,,131.03246947937936,0.05428467224575684,0.05808093785157214,-0.0037962656058153008
2021-01-04 22:35:00+00:00,129.54,129.54,129.29,129.39,12426,260,129.408642,,131.03246947937936,0.05204044970238897,0.056872840221735506,-0.004832390519346537
2021-01-04 22:40:00+00:00,129.37,129.4,129.3,129.37,6877,185,129.362132,,131.03246947937936,0.04809366053362396,0.0551170042841132,-0.0070233437504892415
2021-01-04 22:45:00+00:00,129.38,129.39,129.32,129.32,9809,203,129.37538,,130.96570597038408,0.040464766905301985,0.052186556808350965,-0.01172178990304898
2021-01-04 22:50:00+00:00,129.38,129.4,129.34,129.37,10335,197,129.377333,,130.96570597038408,0.03801518053660402,0.04935228155400158,-0.011337101017397558
2021-01-04 22:55:00+00:00,129.38,129.38,129.33,129.33,2554,107,129.343583,,130.96570597038408,0.03247188431569725,0.045976202106340715,-0.013504317790643462
2021-01-04 23:00:00+00:00,129.37,129.37,129.16,129.16,38334,206,129.248541,,130.9003841676239,0.01419754244102478,0.03962047017327753,-0.02542292773225275
2021-01-04 23:05:00+00:00,129.15,129.28,129.15,129.28,6147,78,129.239572,,130.9003841676239,0.009290892340459322,0.03355455460671389,-0.024263662266254565
2021-01-04 23:10:00+00:00,129.27,129.3,129.15,129.3,24080,134,129.239991,,130.9003841676239,0.006936213289122861,0.028230886343195684,-0.021294673054072823
2021-01-04 23:15:00+00:00,129.3,129.38,129.27,129.27,11209,78,129.317515,,130.83566321987396,0.0026191717156791583,0.023108543417692383,-0.020489371702013225
2021-01-04 23:20:00+00:00,129.28,129.3,129.2,129.29,7710,64,129.27672,,130.83566321987396,0.0008024676713773715,0.018647328268429384,-0.017844860597052013
2021-01-04 23:25:00+00:00,129.32,129.35,129.25,129.25,8037,109,129.290897,,130.83566321987396,-0.003820904074700593,0.01415368179980339,-0.017974585874503984
2021-01-04 23:30:00+00:00,129.3,129.33,129.22,129.3,14443,96,129.30285,,130.77544113282008,-0.0034110568207665892,0.010640734075689395,-0.014051790896455984
2021-01-04 23:35:00+00:00,129.25,129.3,129.23,129.25,5480,78,129.274861,,130.77544113282008,-0.0070396829685819284,0.007104650666835131,-0.01414433363541706
2021-01-04 23:40:00+00:00,129.26,129.3,129.26,129.3,9309,75,129.281391,,130.77544113282008,-0.005813795386728771,0.004520961456122351,-0.010334756842851123
2021-01-04 23:45:00+00:00,129.26,129.29,129.26,129.26,7525,66,129.268882,,130.71522775506244,-0.007977971265489714,0.0020211749117999382,-0.009999146177289652
2021-01-04 23:50:00+00:00,129.26,129.28,129.26,129.28,2773,39,129.264879,,130.71522775506244,-0.007987192010801891,1.9501527279572328e-05,-0.008006693538081464
2021-01-04 23:55:00+00:00,129.29,129.29,129.22,129.24,3537,69,129.263653,,130.71522775506244,-0.011094277301168631,-0.002203254238410068,-0.008891023062758564
2021-01-05 00:00:00+00:00,129.25,129.3,129.24,129.3,7759,89,129.263022,,130.6577678430992,-0.008615848086492406,-0.003485773008026536,-0.00513007507846587
2021-01-05 00:05:00+00:00,129.3,129.3,129.25,129.26,3484,57,129.259934,,130.6577678430992,-0.009766755703623176,-0.004741969547145865,-0.005024786156477311
2021-01-05 00:10:00+00:00,129.29,129.36,129.22,129.25,11940,98,129.280826,,130.6577678430992,-0.011354882689062151,-0.0060645521755291225,-0.005290330513533029
2021-01-05 00:15:00+00:00,129.25,129.28,129.23,129.26,6556,77,129.255076,,130.60216910415414,-0.011672020553021412,-0.00718604585102758,-0.004485974701993831
2021-01-05 00:20:00+00:00,129.25,129.26,129.2,129.2,6920,100,129.22257,,130.60216910415414,-0.016573800696534136,-0.009063596820128892,-0.0075102038764052435
2021-01-05 00:25:00+00:00,129.19,129.26,129.14,129.24,6949,108,129.205666,,130.60216910415414,-0.017034468322407292,-0.010657771120584573,-0.006376697201822719
2021-01-05 00:30:00+00:00,129.24,129.28,129.15,129.18,8401,92,129.22031,,130.54561345301084,-0.02198759004272688,-0.012923734905013034,-0.009063855137713845
2021-01-05 00:35:00+00:00,129.16,129.16,129.11,129.11,3384,53,129.122923,,130.54561345301084,-0.031201715720527545,-0.01657933106811594,-0.014622384652411606
2021-01-05 00:40:00+00:00,129.11,129.2,129.11,129.16,8791,94,129.151037,,130.54561345301084,-0.03407658095844113,-0.02007878104618098,-0.013997799912260148
2021-01-05 00:45:00+00:00,129.22,129.25,129.14,129.2,11274,127,129.188431,,130.50029527838296,-0.032749747957325326,-0.02261297442840985,-0.010136773528915476
2021-01-05 00:50:00+00:00,129.2,129.31,129.2,129.28,14790,137,129.267089,,130.50029527838296,-0.02495522354951163,-0.023081424252630205,-0.0018737992968814246
